reserva_cancelada;tempo_antecedencia;data_chegada;ano_chegada;mes_chegada;diadomes_chegada;nro_noites_fds;nro_noites_dds;adultos;criancas;bebes;alimentacao;país;segmento_mercado;cliente_recorrente;tipo_quarto;tipo_pgto;agencia_turismo;receita_por_noite;pedidos_especiais;status_reserva;data_status_reserva
0;66;2015-08-28;2015;8;28;2;5;2;0;0;BB;GBR;AT Offline;0;E;Sem pgto;40;97.5;0;Confirmada;2015-09-04
0;23;2015-08-28;2015;8;28;2;5;2;0;0;BB;IRL;AT Online;0;A;Sem pgto;240;122.43;1;Confirmada;2015-09-04
0;199;2015-08-28;2015;8;28;4;7;2;0;0;BB;GBR;AT Offline;0;E;Sem pgto;115;87.75;1;Confirmada;2015-09-08
0;239;2015-08-28;2015;8;28;4;10;2;0;0;BB;PRT;AT Online;0;D;Sem pgto;240;114.71;1;Confirmada;2015-09-11
1;98;2015-08-29;2015;8;29;2;6;2;0;0;BB;PRT;AT Offline;0;E;Sem pgto;15;130.9;0;Cancelada;2015-05-27
1;59;2015-08-29;2015;8;29;1;1;2;0;0;BB;PRT;AT Online;0;E;Sem pgto;240;164;2;Cancelada;2015-07-06
1;239;2015-08-29;2015;8;29;4;10;2;0;0;HB;PRT;AT Offline;0;A;Sem pgto;143;110.5;2;Cancelada;2015-07-30
1;87;2015-08-29;2015;8;29;2;5;2;0;0;BB;PRT;AT Online;0;D;Sem pgto;240;122.86;0;Cancelada;2015-07-31
1;54;2015-08-29;2015;8;29;2;4;2;0;0;BB;PRT;AT Online;0;A;Sem pgto;240;121.5;0;Cancelada;2015-08-03
1;32;2015-08-29;2015;8;29;2;3;2;0;0;BB;PRT;AT Online;0;D;Sem pgto;240;135.2;2;Cancelada;2015-08-06
1;24;2015-08-29;2015;8;29;2;3;2;0;0;HB;PRT;AT Offline;0;A;Sem pgto;NULL;149;0;Cancelada;2015-08-06
1;218;2015-08-29;2015;8;29;2;5;3;0;0;HB;PRT;AT Offline;0;A;Sem pgto;175;110.05;1;Cancelada;2015-08-26
0;57;2015-08-29;2015;8;29;0;1;2;0;0;HB;PRT;AT Online;0;A;Sem pgto;240;164;0;Confirmada;2015-08-30
0;0;2015-08-29;2015;8;29;0;1;2;0;0;BB;PRT;AT Online;0;E;Sem pgto;240;164;1;Confirmada;2015-08-30
0;0;2015-08-29;2015;8;29;1;1;2;0;0;BB;ESP;AT Online;0;A;Sem pgto;240;134;1;Confirmada;2015-08-31
0;47;2015-08-29;2015;8;29;1;1;2;0;0;BB;PRT;AT Online;0;A;Sem pgto;240;146;2;Confirmada;2015-08-31
0;0;2015-08-29;2015;8;29;1;1;2;0;0;BB;ITA;AT Online;0;A;Sem pgto;240;120.6;1;Confirmada;2015-08-31
0;47;2015-08-29;2015;8;29;2;1;1;0;0;BB;BRA;AT Online;0;A;Sem pgto;241;103.18;1;Confirmada;2015-09-01
0;47;2015-08-29;2015;8;29;2;1;2;0;0;BB;PRT;AT Online;0;A;Sem pgto;241;103.18;1;Confirmada;2015-09-01
0;61;2015-08-29;2015;8;29;2;1;2;0;0;BB;GBR;AT Online;0;A;Sem pgto;240;115;1;Confirmada;2015-09-01
0;61;2015-08-29;2015;8;29;2;1;2;0;0;BB;GBR;AT Online;0;A;Sem pgto;240;127;1;Confirmada;2015-09-01
0;25;2015-08-29;2015;8;29;2;1;2;0;0;BB;PRT;AT Online;0;D;Sem pgto;NULL;154;2;Confirmada;2015-09-01
0;1;2015-08-29;2015;8;29;2;2;2;0;0;HB;PRT;Direta;0;A;Sem pgto;NULL;142.5;1;Confirmada;2015-09-02
0;4;2015-08-29;2015;8;29;2;2;2;0;0;BB;PRT;AT Offline;0;A;Sem pgto;67;77.5;0;Confirmada;2015-09-02
0;89;2015-08-29;2015;8;29;2;2;2;0;0;BB;PRT;Direta;0;G;Sem pgto;NULL;161;0;Confirmada;2015-09-02
0;29;2015-08-29;2015;8;29;2;2;2;0;0;HB;POL;AT Online;0;E;Sem pgto;240;165.75;2;Confirmada;2015-09-02
0;29;2015-08-29;2015;8;29;2;2;2;0;0;HB;POL;AT Online;0;E;Sem pgto;240;165.75;2;Confirmada;2015-09-02
0;1;2015-08-29;2015;8;29;2;2;2;0;0;HB;PRT;Direta;0;A;Sem pgto;NULL;142.5;1;Confirmada;2015-09-02
0;1;2015-08-29;2015;8;29;2;2;2;0;0;BB;ESP;Direta;0;C;Sem pgto;250;143.25;0;Confirmada;2015-09-02
0;1;2015-08-29;2015;8;29;2;2;2;1;0;BB;PRT;Direta;0;D;Sem pgto;NULL;134;3;Confirmada;2015-09-02
0;35;2015-08-29;2015;8;29;2;2;2;0;0;BB;ROU;AT Online;0;A;Sem pgto;240;96.3;2;Confirmada;2015-09-02
0;11;2015-08-29;2015;8;29;2;3;2;0;0;HB;PRT;AT Online;0;D;Sem pgto;240;140.4;2;Confirmada;2015-09-03
0;136;2015-08-29;2015;8;29;2;3;2;0;0;BB;PRT;Direta;0;A;Sem pgto;NULL;112;2;Confirmada;2015-09-03
0;26;2015-08-29;2015;8;29;2;3;2;0;0;BB;GBR;AT Offline;0;A;Sem pgto;156;85.88;0;Confirmada;2015-09-03
0;31;2015-08-29;2015;8;29;2;3;2;0;0;BB;IRL;AT Online;0;A;Sem pgto;240;105.2;1;Confirmada;2015-09-03
0;65;2015-08-29;2015;8;29;2;3;2;0;0;BB;PRT;Direta;0;A;Sem pgto;NULL;93.4;0;Confirmada;2015-09-03
0;94;2015-08-29;2015;8;29;2;3;1;0;0;HB;PRT;Direta;0;A;Sem pgto;NULL;106.21;1;Confirmada;2015-09-03
0;94;2015-08-29;2015;8;29;2;3;2;0;0;HB;PRT;Direta;0;A;Sem pgto;NULL;123.12;1;Confirmada;2015-09-03
0;28;2015-08-29;2015;8;29;2;3;2;0;1;HB;PRT;Direta;0;A;Sem pgto;250;131.4;1;Confirmada;2015-09-03
0;40;2015-08-29;2015;8;29;2;3;2;0;0;HB;ITA;Direta;0;A;Sem pgto;250;142;1;Confirmada;2015-09-03
0;23;2015-08-29;2015;8;29;2;3;2;0;0;HB;IRL;AT Offline;0;A;Sem pgto;171;110.58;0;Confirmada;2015-09-03
0;134;2015-08-29;2015;8;29;2;3;2;0;0;BB;PRT;AT Online;0;E;Sem pgto;240;140;2;Confirmada;2015-09-03
0;18;2015-08-29;2015;8;29;2;3;2;0;0;FB;PRT;AT Offline;0;A;Sem pgto;196;143.4;1;Confirmada;2015-09-03
0;23;2015-08-29;2015;8;29;2;3;2;1;0;BB;IRL;AT Offline;0;A;Sem pgto;156;77.79;0;Confirmada;2015-09-03
0;2;2015-08-29;2015;8;29;2;4;3;0;0;BB;PRT;Direta;0;C;Sem pgto;NULL;173.25;0;Confirmada;2015-09-04
0;57;2015-08-29;2015;8;29;2;4;2;0;0;BB;IRL;AT Offline;0;D;Sem pgto;171;101.25;0;Confirmada;2015-09-04
0;29;2015-08-29;2015;8;29;2;4;2;0;0;BB;GBR;AT Offline;0;D;Sem pgto;142;97.2;0;Confirmada;2015-09-04
0;37;2015-08-29;2015;8;29;2;4;3;0;0;BB;PRT;AT Online;0;H;Sem pgto;240;186.5;0;Confirmada;2015-09-04
0;33;2015-08-29;2015;8;29;2;4;2;0;0;BB;PRT;AT Online;0;E;Sem pgto;240;131.5;2;Confirmada;2015-09-04
0;9;2015-08-29;2015;8;29;2;5;2;0;0;BB;PRT;AT Online;0;D;Sem pgto;240;146;2;Confirmada;2015-09-05
0;52;2015-08-29;2015;8;29;2;5;2;0;0;BB;GBR;AT Offline;0;A;Sem pgto;142;98.29;0;Confirmada;2015-09-05
0;185;2015-08-29;2015;8;29;2;5;2;0;0;HB;FRA;AT Offline;0;A;Sem pgto;29;82.35;0;Confirmada;2015-09-05
0;101;2015-08-29;2015;8;29;2;5;2;0;0;BB;PRT;Direta;0;E;Sem pgto;250;135.14;1;Confirmada;2015-09-05
0;44;2015-08-29;2015;8;29;2;6;3;1;0;HB;PRT;Direta;0;G;Sem pgto;NULL;219.25;0;Confirmada;2015-09-06
0;136;2015-08-29;2015;8;29;3;6;2;0;0;BB;PRT;Direta;0;G;Sem pgto;NULL;171.06;2;Confirmada;2015-09-07
0;66;2015-08-29;2015;8;29;4;7;2;0;0;HB;PRT;Direta;0;A;Sem pgto;NULL;129.58;0;Confirmada;2015-09-09
0;239;2015-08-29;2015;8;29;4;10;2;0;0;HB;GBR;AT Offline;0;A;Sem pgto;143;77.78;1;Confirmada;2015-09-12
1;104;2015-08-30;2015;8;30;2;5;2;0;0;HB;PRT;AT Online;0;E;Sem pgto;240;161.29;0;Cancelada;2015-05-18
1;143;2015-08-30;2015;8;30;2;5;2;2;0;BB;PRT;AT Online;0;G;Sem pgto;240;165;2;Cancelada;2015-06-16
1;72;2015-08-30;2015;8;30;2;4;2;0;0;HB;PRT;Direta;0;E;Sem pgto;NULL;157.67;0;Cancelada;2015-06-20
1;47;2015-08-30;2015;8;30;2;5;1;0;0;BB;PRT;AT Online;0;A;Sem pgto;240;113.43;0;Cancelada;2015-07-20
1;104;2015-08-30;2015;8;30;2;5;2;0;0;HB;PRT;AT Online;0;E;Sem pgto;240;161.29;1;Cancelada;2015-08-06
1;346;2015-08-30;2015;8;30;4;8;2;0;0;BB;PRT;AT Offline;0;A;Sem pgto;171;96.3;0;Cancelada;2015-08-14
1;69;2015-08-30;2015;8;30;2;1;2;0;0;BB;PRT;Direta;0;A;Sem pgto;250;129.33;1;Cancelada;2015-08-24
0;2;2015-08-30;2015;8;30;1;0;2;0;0;BB;PRT;Direta;0;A;Sem pgto;NULL;154;0;Confirmada;2015-08-31
0;0;2015-08-30;2015;8;30;1;0;2;0;0;BB;PRT;Direta;0;A;Sem pgto;NULL;120.6;0;Confirmada;2015-08-31
0;0;2015-08-30;2015;8;30;1;0;3;0;0;BB;FRA;Direta;0;A;Sem pgto;NULL;183;0;Confirmada;2015-08-31
0;0;2015-08-30;2015;8;30;1;0;2;0;0;BB;PRT;AT Online;0;A;Sem pgto;240;120.6;0;Confirmada;2015-08-31
0;11;2015-08-30;2015;8;30;2;0;2;0;1;BB;PRT;AT Online;0;A;Sem pgto;240;103.5;4;Confirmada;2015-09-01
0;11;2015-08-30;2015;8;30;2;0;2;0;0;BB;PRT;AT Online;0;A;Sem pgto;240;103.5;3;Confirmada;2015-09-01
0;1;2015-08-30;2015;8;30;2;0;3;0;0;HB;PRT;AT Online;0;A;Sem pgto;240;192.6;3;Confirmada;2015-09-01
0;0;2015-08-30;2015;8;30;2;0;2;0;0;BB;PRT;Direta;0;A;Sem pgto;NULL;123;0;Confirmada;2015-09-01
0;13;2015-08-30;2015;8;30;2;0;1;0;0;HB;GBR;AT Offline;0;A;Sem pgto;175;97.8;0;Confirmada;2015-09-01
0;23;2015-08-30;2015;8;30;2;0;2;0;0;BB;FRA;AT Online;0;A;Sem pgto;240;103.5;1;Confirmada;2015-09-01
0;27;2015-08-30;2015;8;30;2;0;2;0;0;BB;PRT;AT Online;0;A;Sem pgto;240;98;2;Confirmada;2015-09-01
0;1;2015-08-30;2015;8;30;2;0;2;0;0;HB;PRT;AT Online;0;A;Sem pgto;240;147.6;3;Confirmada;2015-09-01
0;37;2015-08-30;2015;8;30;2;1;2;0;0;HB;NLD;AT Online;0;A;Sem pgto;240;115.2;0;Confirmada;2015-09-02
0;103;2015-08-30;2015;8;30;2;1;2;0;0;BB;GBR;AT Online;0;A;Sem pgto;147;71.72;0;Confirmada;2015-09-02
0;13;2015-08-30;2015;8;30;2;1;2;0;0;BB;USA;AT Offline;0;F;Sem pgto;36;120.79;0;Confirmada;2015-09-02
0;90;2015-08-30;2015;8;30;2;1;2;0;0;BB;PRT;AT Online;0;E;Sem pgto;240;132.33;1;Confirmada;2015-09-02
0;5;2015-08-30;2015;8;30;2;2;2;0;0;BB;GBR;AT Offline;0;D;Sem pgto;142;106.8;0;Confirmada;2015-09-03
0;34;2015-08-30;2015;8;30;2;2;2;0;0;BB;GBR;AT Online;0;A;Sem pgto;241;71.69;1;Confirmada;2015-09-03
0;17;2015-08-30;2015;8;30;2;2;2;0;0;BB;POL;AT Online;0;E;Sem pgto;240;150.5;3;Confirmada;2015-09-03
0;64;2015-08-30;2015;8;30;2;2;2;1;0;BB;PRT;AT Online;0;A;Sem pgto;240;103.2;2;Confirmada;2015-09-03
0;44;2015-08-30;2015;8;30;2;3;2;0;0;BB;IRL;Direta;0;E;Sem pgto;250;136.2;2;Confirmada;2015-09-04
0;55;2015-08-30;2015;8;30;2;3;2;0;0;BB;ESP;AT Online;0;A;Sem pgto;240;119;1;Confirmada;2015-09-04
0;68;2015-08-30;2015;8;30;2;3;2;1;0;HB;ESP;AT Offline;0;A;Sem pgto;171;135.13;0;Confirmada;2015-09-04
0;74;2015-08-30;2015;8;30;2;3;3;0;0;BB;IRL;Direta;0;E;Sem pgto;NULL;161.8;3;Confirmada;2015-09-04
0;27;2015-08-30;2015;8;30;2;3;2;0;0;HB;PRT;AT Offline;0;E;Sem pgto;134;123.5;0;Confirmada;2015-09-04
0;10;2015-08-30;2015;8;30;2;3;2;0;0;BB;PRT;Direta;0;D;Sem pgto;250;121.8;0;Confirmada;2015-09-04
0;74;2015-08-30;2015;8;30;2;3;3;0;0;BB;IRL;Direta;0;E;Sem pgto;NULL;161.8;2;Confirmada;2015-09-04
0;83;2015-08-30;2015;8;30;2;4;2;0;0;BB;ROU;AT Online;0;D;Sem pgto;240;112.33;1;Confirmada;2015-09-05
0;83;2015-08-30;2015;8;30;2;4;2;0;0;BB;ROU;AT Online;0;D;Sem pgto;240;112.33;1;Confirmada;2015-09-05
0;68;2015-08-30;2015;8;30;2;4;2;0;0;BB;PRT;Direta;0;D;Sem pgto;250;115;1;Confirmada;2015-09-05
0;68;2015-08-30;2015;8;30;2;4;2;0;0;BB;PRT;Direta;0;D;Sem pgto;250;115;1;Confirmada;2015-09-05
0;47;2015-08-30;2015;8;30;2;4;2;0;1;BB;GBR;AT Online;0;D;Sem pgto;241;100.7;1;Confirmada;2015-09-05
0;71;2015-08-30;2015;8;30;2;4;2;0;0;HB;PRT;Direta;0;E;Sem pgto;250;157.67;0;Confirmada;2015-09-05
0;25;2015-08-30;2015;8;30;2;5;2;0;0;HB;PRT;AT Online;0;A;Sem pgto;240;167.86;0;Confirmada;2015-09-06
0;82;2015-08-30;2015;8;30;2;5;2;0;0;BB;FRA;AT Online;0;F;Sem pgto;241;103.07;1;Confirmada;2015-09-06
0;59;2015-08-30;2015;8;30;2;5;2;0;0;BB;PRT;AT Online;0;D;Sem pgto;240;138.86;1;Confirmada;2015-09-06
0;78;2015-08-30;2015;8;30;4;6;3;0;0;BB;GBR;Direta;0;F;Sem pgto;250;168.4;1;Confirmada;2015-09-09
0;216;2015-08-30;2015;8;30;4;8;2;0;0;BB;GBR;AT Offline;0;D;Sem pgto;40;67.58;1;Confirmada;2015-09-11
1;143;2015-08-31;2015;8;31;1;2;2;0;0;BB;PRT;AT Online;0;E;Sem pgto;240;130.33;3;Cancelada;2015-04-20
1;124;2015-08-31;2015;8;31;1;5;2;0;0;BB;PRT;AT Online;0;G;Sem pgto;240;160;0;Cancelada;2015-04-29
1;242;2015-08-31;2015;8;31;1;5;2;0;0;BB;PRT;AT Online;0;A;Sem pgto;240;90.67;1;Cancelada;2015-06-13
1;159;2015-08-31;2015;8;31;1;4;2;0;0;BB;PRT;AT Online;0;D;Sem pgto;240;101.44;0;Cancelada;2015-06-17
1;60;2015-08-31;2015;8;31;1;5;2;0;0;BB;PRT;AT Online;0;A;Sem pgto;240;120.5;1;Cancelada;2015-07-03
1;42;2015-08-31;2015;8;31;1;2;2;1;0;BB;PRT;AT Online;0;A;Sem pgto;242;117.83;2;Cancelada;2015-07-25
1;0;2015-08-31;2015;8;31;1;2;2;0;0;BB;PRT;AT Online;0;A;Sem pgto;242;96.33;1;Ausente;2015-08-31
0;0;2015-08-31;2015;8;31;1;0;2;0;0;BB;SWE;AT Online;0;A;Sem pgto;241;92.86;1;Confirmada;2015-09-01
0;1;2015-08-31;2015;8;31;1;0;2;0;0;BB;ITA;AT Online;0;A;Sem pgto;NULL;134;1;Confirmada;2015-09-01
0;35;2015-08-31;2015;8;31;1;1;3;0;0;BB;PRT;Direta;0;A;Sem pgto;250;128;1;Confirmada;2015-09-02
0;34;2015-08-31;2015;8;31;1;1;2;0;0;HB;ITA;AT Online;0;A;Sem pgto;240;115.2;1;Confirmada;2015-09-02
0;83;2015-08-31;2015;8;31;1;1;1;0;0;BB;BEL;AT Online;0;A;Sem pgto;240;80.55;0;Confirmada;2015-09-02
0;41;2015-08-31;2015;8;31;1;2;2;0;0;BB;ESP;AT Online;0;D;Sem pgto;240;120.33;1;Confirmada;2015-09-03
0;26;2015-08-31;2015;8;31;1;2;2;0;0;BB;FRA;AT Online;0;D;Sem pgto;240;126.67;2;Confirmada;2015-09-03
0;26;2015-08-31;2015;8;31;1;2;2;0;0;BB;SVN;AT Online;0;A;Sem pgto;241;75.46;1;Confirmada;2015-09-03
0;6;2015-08-31;2015;8;31;1;2;2;0;0;BB;ESP;AT Online;0;D;Sem pgto;240;120.33;1;Confirmada;2015-09-03
0;28;2015-08-31;2015;8;31;1;2;2;0;1;BB;ESP;AT Online;0;A;Sem pgto;240;98;2;Confirmada;2015-09-03
0;6;2015-08-31;2015;8;31;1;2;2;1;0;HB;PRT;AT Online;0;C;Sem pgto;241;138.6;2;Confirmada;2015-09-03
0;70;2015-08-31;2015;8;31;1;2;2;0;0;BB;PRT;AT Online;0;A;Sem pgto;240;98.33;0;Confirmada;2015-09-03
0;26;2015-08-31;2015;8;31;1;3;2;2;0;HB;PRT;Direta;0;C;Sem pgto;250;155.5;0;Confirmada;2015-09-04
0;10;2015-08-31;2015;8;31;1;3;2;0;0;BB;PRT;AT Offline;0;E;Sem pgto;142;122.6;0;Confirmada;2015-09-04
0;59;2015-08-31;2015;8;31;1;3;2;0;0;HB;PRT;AT Offline;0;D;Sem pgto;15;105.5;2;Confirmada;2015-09-04
0;34;2015-08-31;2015;8;31;1;3;2;0;0;BB;BRA;AT Online;0;E;Sem pgto;242;124.25;1;Confirmada;2015-09-04
0;27;2015-08-31;2015;8;31;1;3;4;0;0;HB;PRT;Direta;0;H;Sem pgto;250;256.5;0;Confirmada;2015-09-04
0;33;2015-08-31;2015;8;31;1;3;2;0;0;BB;PRT;Direta;0;G;Sem pgto;NULL;167.25;0;Confirmada;2015-09-04
0;70;2015-08-31;2015;8;31;1;5;2;0;0;BB;PRT;AT Online;0;E;Sem pgto;240;124;0;Confirmada;2015-09-06
0;26;2015-08-31;2015;8;31;2;5;2;0;0;BB;NLD;AT Online;0;A;Sem pgto;240;126.29;2;Confirmada;2015-09-07
0;189;2015-08-31;2015;8;31;2;5;2;0;0;HB;GBR;AT Offline;0;E;Sem pgto;40;104.98;0;Confirmada;2015-09-07
0;215;2015-08-31;2015;8;31;3;6;2;0;0;BB;GBR;AT Offline;0;D;Sem pgto;156;67.58;1;Confirmada;2015-09-09
0;160;2015-08-31;2015;8;31;3;7;2;0;0;BB;IRL;AT Offline;0;E;Sem pgto;175;87.75;0;Confirmada;2015-09-10
0;52;2015-08-31;2015;8;31;3;7;2;0;0;BB;NULL;Direta;0;D;Sem pgto;NULL;113;0;Confirmada;2015-09-10
0;286;2015-08-31;2015;8;31;3;7;2;0;0;BB;GBR;AT Offline;0;A;Sem pgto;40;55.68;0;Confirmada;2015-09-10
0;68;2015-08-31;2015;8;31;3;8;2;0;0;BB;IRL;AT Online;0;D;Sem pgto;240;113.55;3;Confirmada;2015-09-11
0;352;2015-08-31;2015;8;31;3;8;2;0;0;BB;GBR;AT Offline;0;D;Sem pgto;40;67.58;0;Confirmada;2015-09-11
0;51;2015-08-31;2015;8;31;3;10;2;0;0;BB;PRT;Direta;0;F;Sem pgto;250;135.31;0;Confirmada;2015-09-13
1;202;2015-09-01;2015;9;1;2;8;2;0;0;BB;PRT;AT Offline;1;A;Sem pgto;156;55.68;1;Cancelada;2015-02-11
1;203;2015-09-01;2015;9;1;0;2;2;0;0;BB;PRT;AT Offline;0;A;Sem pgto;241;61.65;1;Cancelada;2015-04-29
1;97;2015-09-01;2015;9;1;2;5;2;0;0;BB;PRT;AT Online;0;E;Sem pgto;240;120.71;0;Cancelada;2015-06-06
1;132;2015-09-01;2015;9;1;0;4;2;0;0;BB;PRT;AT Online;0;E;Sem pgto;240;123;1;Cancelada;2015-06-08
1;161;2015-09-01;2015;9;1;0;5;2;0;0;BB;PRT;AT Online;0;D;Sem pgto;240;93.12;2;Cancelada;2015-07-01
1;161;2015-09-01;2015;9;1;0;5;2;0;0;BB;PRT;AT Online;0;D;Sem pgto;240;93.12;2;Cancelada;2015-07-01
1;71;2015-09-01;2015;9;1;0;3;2;0;0;HB;PRT;AT Online;0;D;Sem pgto;240;137.67;1;Cancelada;2015-07-06
1;197;2015-09-01;2015;9;1;1;5;2;0;0;BB;PRT;AT Online;0;A;Sem pgto;240;123;1;Cancelada;2015-07-06
1;47;2015-09-01;2015;9;1;0;2;2;0;0;BB;PRT;AT Online;0;A;Sem pgto;240;98;1;Cancelada;2015-07-22
1;97;2015-09-01;2015;9;1;2;6;2;0;0;BB;PRT;Direta;0;E;Sem pgto;250;136;0;Cancelada;2015-07-25
1;85;2015-09-01;2015;9;1;0;4;2;0;0;BB;PRT;AT Online;0;E;Sem pgto;240;111;0;Cancelada;2015-07-31
1;38;2015-09-01;2015;9;1;0;2;2;1;1;BB;PRT;Direta;0;C;Sem pgto;250;123;0;Cancelada;2015-08-06
1;27;2015-09-01;2015;9;1;2;5;2;0;0;BB;PRT;AT Online;0;A;Sem pgto;240;131;2;Cancelada;2015-08-10
1;73;2015-09-01;2015;9;1;2;5;2;0;0;BB;PRT;AT Online;0;E;Sem pgto;240;120.71;1;Cancelada;2015-08-17
1;27;2015-09-01;2015;9;1;2;6;2;0;0;HB;PRT;AT Online;0;E;Sem pgto;240;186;2;Cancelada;2015-08-18
1;14;2015-09-01;2015;9;1;0;2;2;0;0;BB;PRT;AT Online;0;D;Sem pgto;240;113;0;Cancelada;2015-08-21
0;5;2015-09-01;2015;9;1;0;2;2;0;0;BB;PRT;Direta;0;A;Sem pgto;250;113;0;Confirmada;2015-09-03
0;26;2015-09-01;2015;9;1;0;2;2;0;0;BB;FRA;AT Online;0;D;Sem pgto;240;146;2;Confirmada;2015-09-03
0;19;2015-09-01;2015;9;1;0;2;2;0;0;HB;ESP;Direta;0;E;Sem pgto;NULL;176;3;Confirmada;2015-09-03
0;41;2015-09-01;2015;9;1;0;2;2;0;0;BB;ESP;AT Offline;0;A;Sem pgto;171;65.5;0;Confirmada;2015-09-03
0;48;2015-09-01;2015;9;1;0;3;2;0;0;HB;PRT;AT Online;0;A;Sem pgto;240;151;0;Confirmada;2015-09-04
0;48;2015-09-01;2015;9;1;0;3;2;0;0;HB;ESP;Direta;0;A;Sem pgto;250;134.67;1;Confirmada;2015-09-04
0;27;2015-09-01;2015;9;1;0;3;2;1;0;HB;PRT;Direta;0;C;Sem pgto;250;153;2;Confirmada;2015-09-04
0;50;2015-09-01;2015;9;1;0;4;2;2;0;BB;PRT;Direta;0;C;Sem pgto;250;119;0;Confirmada;2015-09-05
0;122;2015-09-01;2015;9;1;0;4;2;0;0;HB;PRT;AT Online;0;E;Sem pgto;240;155;2;Confirmada;2015-09-05
0;64;2015-09-01;2015;9;1;0;4;2;0;0;BB;PRT;AT Online;0;D;Sem pgto;240;109;2;Confirmada;2015-09-05
0;48;2015-09-01;2015;9;1;0;4;2;0;0;FB;PRT;Direta;0;A;Sem pgto;250;158;0;Confirmada;2015-09-05
0;63;2015-09-01;2015;9;1;0;4;2;1;0;HB;PRT;Direta;0;A;Sem pgto;NULL;142.5;1;Confirmada;2015-09-05
0;55;2015-09-01;2015;9;1;0;4;2;0;0;BB;ESP;AT Online;0;A;Sem pgto;240;103.05;1;Confirmada;2015-09-05
0;0;2015-09-01;2015;9;1;0;5;2;0;0;HB;PRT;Direta;0;A;Sem pgto;250;128;0;Confirmada;2015-09-06
0;62;2015-09-01;2015;9;1;0;5;2;0;0;HB;PRT;Direta;0;A;Sem pgto;250;128;0;Confirmada;2015-09-06
0;208;2015-09-01;2015;9;1;0;5;2;0;0;BB;LUX;AT Offline;0;A;Sem pgto;5;58.95;0;Confirmada;2015-09-06
0;105;2015-09-01;2015;9;1;0;5;3;0;0;BB;PRT;Direta;0;E;Sem pgto;NULL;137;1;Confirmada;2015-09-06
0;333;2015-09-01;2015;9;1;1;5;1;0;0;BB;PRT;Direta;0;A;Sem pgto;240;110.7;0;Confirmada;2015-09-07
0;27;2015-09-01;2015;9;1;2;5;2;0;0;BB;ESP;AT Offline;0;A;Sem pgto;142;101.03;0;Confirmada;2015-09-08
0;123;2015-09-01;2015;9;1;2;5;1;0;0;BB;GBR;AT Online;0;A;Sem pgto;241;82.72;1;Confirmada;2015-09-08
0;73;2015-09-01;2015;9;1;2;5;2;0;0;BB;GBR;AT Online;0;D;Sem pgto;240;110.71;0;Confirmada;2015-09-08
0;99;2015-09-01;2015;9;1;2;5;2;0;0;BB;FRA;AT Online;0;E;Sem pgto;240;120.71;0;Confirmada;2015-09-08
0;242;2015-09-01;2015;9;1;2;5;2;0;0;BB;GBR;AT Online;0;E;Sem pgto;240;160;2;Confirmada;2015-09-08
0;242;2015-09-01;2015;9;1;2;5;2;0;0;BB;GBR;AT Online;0;E;Sem pgto;240;154;2;Confirmada;2015-09-08
0;218;2015-09-01;2015;9;1;2;5;2;0;0;BB;PRT;AT Offline;0;A;Sem pgto;6;58.95;1;Confirmada;2015-09-08
0;218;2015-09-01;2015;9;1;2;5;2;0;0;BB;PRT;AT Offline;0;A;Sem pgto;6;58.95;1;Confirmada;2015-09-08
0;202;2015-09-01;2015;9;1;2;5;2;0;0;HB;IRL;AT Offline;0;A;Sem pgto;156;77.78;1;Confirmada;2015-09-08
0;167;2015-09-01;2015;9;1;2;5;2;0;0;BB;PRT;Direta;0;A;Sem pgto;NULL;73.8;0;Confirmada;2015-09-08
0;27;2015-09-01;2015;9;1;2;6;2;2;0;BB;ESP;AT Online;0;G;Sem pgto;240;186;1;Confirmada;2015-09-09
0;27;2015-09-01;2015;9;1;2;6;2;0;0;BB;ESP;AT Online;0;A;Sem pgto;240;114.19;1;Confirmada;2015-09-09
0;208;2015-09-01;2015;9;1;2;6;2;0;0;BB;PRT;AT Online;0;A;Sem pgto;240;123;1;Confirmada;2015-09-09
0;183;2015-09-01;2015;9;1;2;6;2;0;0;BB;PRT;AT Online;0;A;Sem pgto;240;123;1;Confirmada;2015-09-09
0;183;2015-09-01;2015;9;1;2;6;2;0;0;BB;PRT;AT Online;0;A;Sem pgto;240;123;1;Confirmada;2015-09-09
0;242;2015-09-01;2015;9;1;2;7;2;0;0;BB;PRT;AT Offline;0;A;Sem pgto;142;58.95;0;Confirmada;2015-09-10
0;242;2015-09-01;2015;9;1;2;7;2;0;0;BB;IRL;AT Offline;0;A;Sem pgto;142;58.95;0;Confirmada;2015-09-10
0;140;2015-09-01;2015;9;1;2;8;2;0;0;HB;PRT;AT Offline;0;A;Sem pgto;8;86.95;0;Confirmada;2015-09-11
0;169;2015-09-01;2015;9;1;2;8;2;0;0;HB;PRT;Direta;0;D;Sem pgto;NULL;126;0;Confirmada;2015-09-11
0;194;2015-09-01;2015;9;1;2;8;2;0;0;BB;IRL;AT Offline;0;D;Sem pgto;142;71.55;0;Confirmada;2015-09-11
0;218;2015-09-01;2015;9;1;2;8;2;0;0;HB;GBR;AT Offline;0;A;Sem pgto;26;80.33;0;Confirmada;2015-09-11
0;287;2015-09-01;2015;9;1;2;9;1;0;0;BB;IRL;AT Online;0;A;Sem pgto;240;123;0;Confirmada;2015-09-12
